Date,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
10/4/2023,9,97,No,6,6,95
3/26/2023,8,75,Yes,8,9,72
9/9/2023,6,47,Yes,4,9,35
10/9/2023,1,84,No,9,6,58
10/11/2023,2,81,Yes,6,9,59
1/3/2023,6,89,Yes,5,2,77
3/8/2023,2,48,Yes,8,3,23
5/6/2023,5,40,Yes,5,3,26
7/28/2023,5,52,Yes,9,3,39
11/24/2023,6,89,Yes,8,8,79
5/26/2023,6,54,Yes,4,5,39
2/16/2023,6,71,Yes,6,9,61
8/3/2023,2,73,Yes,4,8,47
1/29/2023,3,82,Yes,8,3,63
4/7/2023,6,70,Yes,7,6,61
11/19/2023,8,53,Yes,6,9,51
6/14/2023,1,93,Yes,5,8,68
10/17/2023,1,86,No,8,9,66
5/3/2023,2,53,No,4,2,29
1/27/2023,6,87,Yes,9,2,78
3/11/2023,9,94,Yes,7,5,94
4/28/2023,4,68,Yes,9,7,56
5/11/2023,3,86,No,8,0,68
5/4/2023,8,58,No,5,3,50
11/25/2023,9,66,Yes,4,7,62
9/5/2023,5,48,Yes,6,5,31
7/7/2023,9,76,Yes,7,1,73
11/30/2023,2,76,Yes,8,7,57
7/3/2023,3,82,Yes,8,0,60
2/26/2023,7,67,No,8,0,56
10/4/2023,7,91,Yes,8,6,88
3/20/2023,6,96,No,4,9,84
5/15/2023,6,63,Yes,6,2,48
11/6/2023,2,67,Yes,5,7,41
10/26/2023,6,75,No,7,8,65
9/9/2023,4,91,No,8,7,74
2/15/2023,3,57,Yes,9,0,38
9/7/2023,2,64,No,8,0,40
12/9/2023,1,74,Yes,6,5,49
5/31/2023,5,43,No,6,0,30
4/26/2023,2,53,No,4,7,29
5/18/2023,2,78,Yes,4,5,57
6/1/2023,7,65,Yes,9,4,58
3/14/2023,8,47,No,9,5,40
6/18/2023,8,63,Yes,4,3,60
5/29/2023,4,55,No,7,0,41
5/20/2023,1,59,No,9,6,34
7/10/2023,7,54,Yes,4,9,46
9/19/2023,1,46,No,8,8,24
4/5/2023,4,97,Yes,4,3,79
12/1/2023,8,56,Yes,7,3,52
6/28/2023,2,61,No,4,8,36
9/6/2023,6,61,Yes,4,3,52
6/28/2023,6,93,No,8,9,84
7/8/2023,9,51,No,9,3,50
6/28/2023,5,57,Yes,8,7,47
7/11/2023,4,95,Yes,8,3,81
2/14/2023,5,85,No,4,8,70
4/18/2023,5,86,Yes,8,7,77
1/17/2023,8,54,No,6,4,49
12/4/2023,8,76,No,5,8,70
10/19/2023,2,55,No,5,7,28
8/28/2023,7,44,No,8,9,36
7/20/2023,8,41,No,9,3,34
7/24/2023,6,91,Yes,7,3,80
8/2/2023,5,67,No,8,0,51
3/13/2023,9,96,No,9,3,95
5/27/2023,3,80,No,8,7,60
7/24/2023,4,93,No,4,4,78
10/29/2023,9,66,No,9,5,65
5/30/2023,6,70,No,7,3,57
10/15/2023,8,80,Yes,8,4,75
11/19/2023,7,75,Yes,6,9,69
12/23/2023,2,86,No,9,7,62
2/25/2023,3,82,No,5,8,63
8/29/2023,1,40,No,9,2,11
5/9/2023,9,89,Yes,6,9,91
12/22/2023,7,68,No,6,3,58
6/24/2023,1,40,No,6,0,15
7/4/2023,3,47,No,7,4,24
9/10/2023,4,96,No,7,3,80
6/29/2023,4,55,No,9,5,36
12/16/2023,5,97,No,7,5,83
5/15/2023,3,67,Yes,5,9,49
7/15/2023,3,61,No,4,5,41
3/7/2023,1,57,No,9,2,33
9/12/2023,7,61,No,8,6,52
6/6/2023,1,80,No,8,2,52
10/14/2023,2,51,No,9,5,31
6/20/2023,4,58,No,4,9,38
2/18/2023,4,64,No,8,0,45
1/31/2023,5,89,No,9,7,79
10/29/2023,2,98,No,9,6,78
6/1/2023,4,44,Yes,6,8,24
3/19/2023,1,98,Yes,5,2,72
4/10/2023,2,73,Yes,8,7,52
6/8/2023,1,78,No,5,1,50
6/21/2023,4,98,Yes,9,8,83
1/25/2023,4,49,Yes,4,0,32
7/23/2023,7,86,Yes,9,9,84
10/17/2023,9,96,Yes,8,6,95
8/25/2023,9,46,No,5,9,43
4/12/2023,5,99,Yes,6,0,82
11/15/2023,1,76,Yes,6,5,54
1/19/2023,1,86,No,9,0,59
11/7/2023,6,91,Yes,4,3,78
2/19/2023,2,99,No,7,6,79
9/14/2023,8,91,Yes,8,1,87
8/19/2023,9,54,Yes,9,2,53
4/5/2023,4,81,Yes,6,3,65
11/5/2023,5,63,No,6,5,48
9/30/2023,8,65,Yes,4,8,61
10/3/2023,3,65,Yes,6,3,41
11/14/2023,5,85,No,8,5,75
6/13/2023,3,65,Yes,4,6,44
9/12/2023,3,97,Yes,5,3,79
1/6/2023,3,49,Yes,4,5,29
11/10/2023,7,56,Yes,8,2,44
10/24/2023,7,92,Yes,8,4,85
2/15/2023,7,53,No,5,9,40
12/29/2023,8,41,No,9,3,36
2/23/2023,5,87,No,4,6,72
10/19/2023,5,52,Yes,8,5,36
8/27/2023,4,66,Yes,8,6,51
1/20/2023,7,48,Yes,5,5,38
12/10/2023,4,46,Yes,7,1,28
7/31/2023,2,87,Yes,4,6,59
5/16/2023,4,49,No,8,7,30
12/17/2023,8,95,No,6,6,88
12/26/2023,9,93,No,5,3,87
5/31/2023,3,48,Yes,7,3,27
1/16/2023,7,61,No,7,4,51
12/31/2023,9,62,No,5,8,59
7/10/2023,4,46,No,7,4,23
3/29/2023,3,87,No,8,1,71
6/27/2023,5,48,Yes,7,4,33
7/3/2023,1,66,Yes,4,2,38
7/13/2023,3,63,No,6,9,45
9/30/2023,8,68,No,8,7,67
12/6/2023,8,56,No,5,9,49
9/11/2023,4,59,No,6,9,44
9/3/2023,2,46,No,9,1,22
7/4/2023,8,82,No,8,3,79
7/31/2023,8,79,No,6,4,74
8/18/2023,4,46,No,7,3,26
12/8/2023,3,67,No,9,4,49
12/11/2023,2,58,Yes,5,9,33
6/29/2023,9,59,No,5,3,53
2/24/2023,1,83,Yes,4,2,53
7/28/2023,7,78,Yes,7,0,69
12/8/2023,5,79,No,4,3,65
3/21/2023,8,46,No,4,8,37
9/17/2023,4,45,Yes,7,0,28
4/9/2023,7,64,Yes,8,6,56
10/26/2023,5,80,No,9,2,64
9/14/2023,5,98,Yes,4,7,83
7/22/2023,9,52,No,6,5,50
10/19/2023,9,78,No,9,0,77
4/23/2023,9,79,Yes,8,9,79
3/30/2023,6,61,No,7,4,49
6/9/2023,6,88,Yes,5,7,77
12/13/2023,5,56,No,8,2,40
2/7/2023,9,87,No,4,3,83
5/16/2023,8,61,Yes,6,6,53
4/15/2023,7,73,Yes,9,5,66
11/14/2023,7,47,No,7,6,42
11/26/2023,6,88,No,5,8,76
8/27/2023,5,84,Yes,9,8,75
4/20/2023,4,57,No,6,1,40
7/20/2023,3,63,Yes,5,2,45
7/21/2023,3,99,Yes,7,3,73
1/7/2023,6,93,Yes,9,5,84
3/8/2023,4,99,No,8,4,84
4/11/2023,6,81,Yes,4,5,71
2/4/2023,3,41,No,7,7,23
1/27/2023,4,41,Yes,6,1,24
9/20/2023,9,66,No,8,5,64
12/5/2023,5,53,No,9,8,38
5/28/2023,7,87,Yes,5,4,74
5/30/2023,2,78,Yes,8,0,58
5/27/2023,5,92,Yes,8,7,78
3/2/2023,9,92,No,6,3,88
2/25/2023,3,95,No,4,7,76
9/28/2023,9,51,No,8,3,48
1/2/2023,6,71,Yes,8,7,59
8/5/2023,4,67,Yes,4,8,46
4/25/2023,7,94,Yes,4,4,84
5/4/2023,8,67,Yes,5,4,61
7/30/2023,6,85,Yes,9,1,76
1/8/2023,5,64,No,5,8,49
6/26/2023,6,43,Yes,4,3,30
4/20/2023,5,65,No,7,2,47
5/26/2023,8,75,Yes,4,1,70
4/8/2023,1,89,Yes,5,2,69
11/28/2023,7,42,Yes,6,3,35
10/8/2023,2,40,Yes,6,8,20
7/6/2023,9,56,Yes,9,5,55
9/4/2023,1,46,No,8,9,19
12/11/2023,6,87,Yes,6,4,74
9/7/2023,9,44,No,5,8,42
7/1/2023,1,58,No,6,7,34
8/17/2023,4,78,No,7,5,59
5/9/2023,4,85,No,4,2,67
9/19/2023,9,73,Yes,4,6,70
2/18/2023,5,74,Yes,5,9,61
2/12/2023,5,88,Yes,8,5,76
5/8/2023,6,55,Yes,4,7,44
1/6/2023,1,79,Yes,6,5,50
11/2/2023,1,89,No,7,9,68
12/29/2023,9,86,Yes,8,3,87
5/19/2023,3,78,Yes,8,9,60
8/8/2023,4,66,No,8,6,47
2/9/2023,1,80,Yes,4,6,55
9/30/2023,9,77,Yes,9,7,73
3/19/2023,8,89,No,8,1,87
1/14/2023,2,89,Yes,5,5,66
9/1/2023,8,64,No,6,2,56
1/28/2023,7,65,No,9,7,59
12/29/2023,6,95,Yes,7,3,83
7/28/2023,1,53,No,6,3,26
6/12/2023,7,53,Yes,5,1,41
12/20/2023,7,53,Yes,5,5,45
6/28/2023,9,64,Yes,9,5,63
9/8/2023,1,75,No,6,0,50
11/24/2023,2,43,No,4,7,15
5/11/2023,9,86,No,5,2,79
1/13/2023,9,54,No,8,0,49
10/5/2023,6,71,No,7,9,63
1/4/2023,6,57,No,7,0,42
11/9/2023,4,53,No,5,0,32
5/13/2023,4,97,No,8,4,84
9/3/2023,5,40,No,6,4,26
5/30/2023,3,81,No,7,0,62
8/9/2023,1,59,No,8,4,33
12/12/2023,1,49,Yes,8,6,28
4/6/2023,7,49,No,4,4,36
5/27/2023,1,98,Yes,5,8,73
8/25/2023,1,63,Yes,8,3,37
12/25/2023,3,73,Yes,6,8,53
8/8/2023,4,67,Yes,7,7,48
10/8/2023,4,66,No,4,0,48
11/26/2023,2,79,Yes,6,3,54
12/11/2023,1,40,Yes,7,6,12
7/28/2023,3,72,Yes,5,0,46
3/23/2023,4,43,No,6,7,24
1/26/2023,3,46,Yes,7,1,26
7/28/2023,8,48,Yes,4,7,42
7/15/2023,1,55,No,7,3,28
9/4/2023,2,44,No,8,7,20
12/26/2023,7,73,No,4,0,61
2/23/2023,4,99,No,6,4,80
6/23/2023,8,62,No,9,8,62
10/7/2023,3,82,No,5,6,59
5/1/2023,6,89,No,4,2,74
9/13/2023,9,64,No,4,3,59
8/30/2023,1,96,No,4,9,68
1/26/2023,1,90,Yes,7,6,66
9/16/2023,8,52,No,8,5,43
3/28/2023,3,63,Yes,9,3,44
2/17/2023,5,50,Yes,5,2,34
4/14/2023,1,91,No,5,1,62
12/8/2023,5,90,No,8,9,77
1/18/2023,6,56,No,7,8,44
4/26/2023,8,76,No,7,2,69
5/4/2023,3,52,Yes,8,6,35
3/23/2023,3,66,Yes,8,0,50
10/7/2023,9,59,No,6,7,50
4/15/2023,4,72,Yes,7,0,54
4/7/2023,4,81,No,4,1,59
4/14/2023,7,71,Yes,5,0,60
9/23/2023,2,47,Yes,7,3,25
10/28/2023,8,95,No,8,1,94
6/27/2023,6,68,No,4,0,53
5/1/2023,3,79,Yes,6,0,59
1/21/2023,9,58,No,9,1,53
1/11/2023,5,45,Yes,6,5,29
2/12/2023,8,83,No,4,1,73
4/12/2023,7,99,No,4,1,87
11/20/2023,8,78,No,8,7,72
2/5/2023,7,87,No,9,4,82
4/6/2023,3,80,No,8,7,60
2/18/2023,2,60,No,5,7,38
4/27/2023,7,96,No,9,1,89
10/23/2023,3,61,Yes,9,6,45
3/15/2023,3,81,No,5,8,57
12/22/2023,2,49,Yes,6,7,27
7/16/2023,4,49,No,4,8,31
7/10/2023,8,91,Yes,6,7,86
5/29/2023,1,68,No,8,3,45
3/6/2023,1,55,No,7,9,30
1/24/2023,5,40,Yes,8,6,28
11/24/2023,5,56,No,7,8,43
3/15/2023,1,69,No,4,8,43
5/3/2023,6,65,No,4,3,52
1/15/2023,1,92,No,9,6,68
6/5/2023,5,85,No,4,5,73
6/17/2023,9,58,Yes,5,2,56
8/5/2023,5,92,No,5,9,78
6/30/2023,6,60,Yes,7,5,49
6/12/2023,8,56,Yes,6,7,52
10/29/2023,1,85,Yes,9,1,62
12/14/2023,2,79,Yes,6,2,59
10/7/2023,9,60,Yes,7,7,60
8/1/2023,3,92,Yes,5,3,71
8/11/2023,6,80,Yes,8,3,68
11/22/2023,5,79,Yes,9,1,68
2/6/2023,2,84,No,7,9,63
11/11/2023,7,88,Yes,6,0,77
1/20/2023,4,58,No,7,6,43
7/26/2023,1,99,Yes,7,3,77
8/10/2023,4,46,Yes,4,5,28
7/19/2023,6,56,No,5,7,47
8/12/2023,7,40,Yes,9,6,34
5/1/2023,7,76,No,4,6,64
8/8/2023,7,96,Yes,5,5,88
8/19/2023,3,45,No,7,3,21
9/18/2023,6,65,No,5,3,53
3/4/2023,8,41,Yes,6,8,34
9/14/2023,4,98,Yes,9,4,83
10/9/2023,8,71,Yes,4,8,67
9/7/2023,2,96,Yes,9,8,75
5/23/2023,9,87,No,7,3,88
10/1/2023,9,93,No,6,1,87
6/26/2023,8,44,No,5,1,32
11/28/2023,1,76,No,5,8,50
12/5/2023,2,70,No,6,8,50
10/29/2023,6,51,No,5,2,38
2/20/2023,5,74,No,4,4,57
4/30/2023,9,69,Yes,8,4,64
4/5/2023,5,87,Yes,5,1,71
12/19/2023,2,45,Yes,7,1,19
4/29/2023,4,54,Yes,5,9,38
3/1/2023,9,54,Yes,9,0,52
9/13/2023,1,55,Yes,7,1,27
11/27/2023,1,59,Yes,5,6,32
11/4/2023,7,52,Yes,5,0,45
3/25/2023,3,83,No,7,0,61
2/24/2023,2,81,Yes,4,8,57
2/19/2023,9,85,Yes,8,1,83
2/4/2023,3,70,Yes,8,3,48
5/8/2023,2,73,No,4,2,50
10/16/2023,8,68,Yes,5,3,61
1/30/2023,6,42,No,8,6,29
11/9/2023,6,48,No,4,9,37
3/30/2023,7,50,Yes,4,1,39
4/28/2023,7,50,No,8,1,39
11/24/2023,6,64,Yes,7,8,54
11/23/2023,4,61,Yes,6,5,46
1/28/2023,9,81,Yes,7,6,78
9/29/2023,6,97,No,5,4,83
6/10/2023,4,85,Yes,7,4,64
1/31/2023,3,48,Yes,9,3,26
12/16/2023,4,59,Yes,6,7,41
3/11/2023,3,98,No,6,6,76
4/24/2023,2,60,No,4,9,35
10/4/2023,5,49,No,9,1,39
2/17/2023,2,61,No,5,1,39
9/7/2023,6,68,Yes,4,5,54
8/6/2023,3,48,Yes,7,0,28
12/3/2023,6,44,No,7,6,30
2/24/2023,9,79,Yes,8,7,81
1/28/2023,1,50,No,4,9,24
1/1/2023,6,40,Yes,9,7,32
5/25/2023,9,92,Yes,4,2,87
11/29/2023,4,81,No,4,6,66
2/20/2023,2,40,No,4,0,13
1/16/2023,4,97,Yes,6,2,76
3/23/2023,1,93,No,8,5,68
1/5/2023,3,78,Yes,5,8,57
5/6/2023,9,99,Yes,5,4,98
11/28/2023,5,85,Yes,5,4,69
1/10/2023,6,44,Yes,6,8,34
12/3/2023,3,88,No,8,8,68
6/3/2023,5,61,Yes,9,5,47
3/31/2023,8,65,Yes,8,4,60
5/29/2023,6,92,Yes,6,9,83
1/18/2023,4,45,No,9,1,25
7/15/2023,2,71,Yes,4,7,50
12/22/2023,9,87,No,7,7,87
11/21/2023,1,50,No,4,6,22
4/24/2023,1,49,No,5,7,22
7/8/2023,4,86,No,4,2,62
4/12/2023,7,78,No,6,2,72
3/27/2023,1,94,No,5,1,66
9/19/2023,9,73,No,7,0,71
6/21/2023,4,70,Yes,9,2,53
2/3/2023,3,51,Yes,9,2,32
4/10/2023,1,90,No,5,6,65
8/28/2023,4,83,No,4,9,65
10/28/2023,9,55,No,8,8,50
5/13/2023,6,77,Yes,8,0,66
7/22/2023,6,42,No,9,7,29
12/25/2023,1,41,Yes,8,0,13
4/11/2023,2,91,Yes,5,2,66
7/24/2023,6,44,No,8,3,32
4/4/2023,2,50,Yes,6,7,26
11/2/2023,3,97,No,9,0,75
1/27/2023,4,64,No,7,1,46
12/17/2023,5,74,No,8,4,62
12/22/2023,9,74,Yes,6,5,69
9/5/2023,4,61,No,6,4,43
4/29/2023,9,76,Yes,5,2,74
12/27/2023,3,61,No,9,9,43
8/7/2023,8,94,No,5,6,86
8/12/2023,1,50,No,7,0,24
1/6/2023,9,71,No,7,1,67
9/26/2023,9,74,No,4,8,71
1/28/2023,2,70,Yes,7,3,48
10/19/2023,4,84,No,9,7,64
12/13/2023,8,92,No,9,8,88
12/7/2023,7,47,No,5,6,39
8/15/2023,1,59,Yes,6,0,35
9/20/2023,5,81,No,4,4,67
1/15/2023,7,73,No,7,5,65
10/12/2023,4,43,No,6,7,27
3/3/2023,1,57,No,5,9,32
5/18/2023,9,90,Yes,8,7,89
11/17/2023,5,43,No,4,8,30
7/6/2023,2,59,Yes,9,8,37
3/4/2023,8,97,Yes,6,3,91
5/29/2023,2,48,Yes,5,5,26
7/6/2023,3,55,Yes,5,2,32
1/21/2023,1,65,No,4,0,34
4/24/2023,2,77,No,4,5,51
7/12/2023,7,64,Yes,7,0,56
3/7/2023,2,43,Yes,7,8,26
5/3/2023,6,80,Yes,9,5,73
9/17/2023,3,98,No,9,0,80
4/15/2023,4,84,Yes,4,2,69
12/7/2023,8,80,Yes,4,0,73
10/29/2023,3,77,Yes,6,1,55
5/15/2023,6,92,Yes,7,5,82
10/17/2023,1,58,Yes,5,6,32
8/19/2023,7,53,No,7,0,41
1/21/2023,8,60,Yes,7,9,55
6/22/2023,8,54,No,4,4,43
6/16/2023,3,42,No,4,5,20
3/6/2023,1,76,No,7,3,50
11/18/2023,9,92,No,8,5,90
1/4/2023,6,89,No,8,4,82
5/27/2023,9,85,Yes,9,6,85
12/11/2023,7,55,No,7,3,49
9/17/2023,1,53,No,8,0,24
2/1/2023,1,48,Yes,9,1,25
6/11/2023,6,86,No,9,5,76
9/10/2023,5,46,Yes,7,9,33
12/29/2023,9,53,Yes,9,1,48
5/29/2023,2,45,Yes,4,4,21
7/21/2023,8,60,Yes,4,3,58
6/20/2023,5,54,Yes,4,6,40
12/20/2023,2,91,No,5,3,67
8/18/2023,6,47,Yes,4,6,35
7/11/2023,8,73,Yes,4,7,68
11/19/2023,4,79,No,7,6,66
9/15/2023,2,40,No,8,1,16
9/9/2023,5,71,No,8,0,57
4/5/2023,2,97,No,4,4,73
8/8/2023,2,88,Yes,4,6,64
7/13/2023,6,90,No,4,0,77
8/23/2023,9,44,Yes,9,7,46
1/25/2023,4,69,No,7,2,50
11/4/2023,6,61,No,7,6,50
4/23/2023,7,59,No,7,2,51
8/25/2023,6,55,No,8,3,43
1/11/2023,8,46,No,5,7,40
8/20/2023,4,46,Yes,8,1,30
4/15/2023,1,89,Yes,7,5,63
8/8/2023,7,89,Yes,6,9,82
6/8/2023,3,41,No,5,8,20
1/10/2023,6,86,Yes,4,9,73
8/12/2023,2,53,No,9,8,32
7/6/2023,9,70,No,8,4,67
11/1/2023,1,89,Yes,9,2,69
1/2/2023,6,80,Yes,5,5,67
7/14/2023,6,53,No,6,8,44
2/8/2023,5,44,No,5,5,29
9/13/2023,5,50,Yes,8,3,38
11/24/2023,1,79,No,7,4,52
6/20/2023,5,44,Yes,4,6,25
6/25/2023,2,68,Yes,7,9,46
5/22/2023,7,50,No,7,2,42
8/5/2023,3,44,No,8,8,24
11/27/2023,4,88,No,7,0,70
12/22/2023,3,93,No,7,7,78
10/11/2023,3,71,Yes,8,4,51
8/21/2023,4,75,No,8,9,61
1/9/2023,5,54,Yes,6,8,38
12/5/2023,1,58,Yes,7,1,34
7/20/2023,4,61,No,5,0,42
11/6/2023,8,73,Yes,4,9,68
9/2/2023,7,95,No,9,6,87
2/10/2023,9,56,No,4,9,53
6/6/2023,5,51,Yes,8,8,39
4/16/2023,4,64,Yes,9,4,45
5/26/2023,8,95,Yes,8,3,89
7/25/2023,9,56,No,6,3,53
4/30/2023,7,49,No,7,7,39
11/21/2023,7,67,Yes,8,0,59
4/11/2023,5,96,No,8,0,81
5/16/2023,4,57,No,4,7,40
9/3/2023,1,90,Yes,7,1,64
2/24/2023,7,57,No,6,9,53
8/11/2023,1,84,Yes,8,5,56
5/30/2023,1,71,Yes,8,1,44
4/29/2023,5,53,Yes,8,4,41
4/3/2023,9,95,No,4,2,91
12/11/2023,6,55,Yes,8,6,46
1/8/2023,3,89,Yes,8,8,65
9/19/2023,3,97,Yes,4,1,76
4/5/2023,7,57,Yes,8,6,50
4/3/2023,6,55,No,7,7,45
6/7/2023,9,56,Yes,7,9,55
10/21/2023,6,46,No,4,7,33
9/23/2023,5,51,Yes,7,6,37
9/21/2023,7,73,No,9,3,63
3/18/2023,1,49,No,9,3,24
4/12/2023,7,44,No,9,9,37
10/9/2023,3,60,No,6,8,39
11/28/2023,9,42,Yes,8,9,41
10/17/2023,6,58,Yes,6,8,46
2/14/2023,9,84,No,7,4,78
2/4/2023,5,83,No,4,6,69
8/18/2023,7,74,No,9,6,71
8/14/2023,4,45,Yes,4,8,28
6/2/2023,7,53,No,6,6,45
5/8/2023,1,43,No,7,7,20
10/26/2023,7,84,Yes,8,6,81
9/24/2023,8,90,Yes,7,3,85
1/19/2023,5,57,Yes,9,1,42
8/1/2023,2,68,Yes,7,2,46
6/26/2023,5,74,Yes,4,6,60
11/22/2023,6,91,Yes,5,8,82
2/9/2023,2,77,No,9,1,55
12/27/2023,6,55,No,8,6,44
10/12/2023,6,59,Yes,9,3,47
1/19/2023,1,63,No,9,6,41
7/30/2023,1,74,Yes,8,4,48
1/31/2023,3,83,No,9,6,62
6/14/2023,3,90,Yes,4,5,64
3/30/2023,4,58,Yes,7,1,40
4/4/2023,2,95,No,4,6,70
9/6/2023,9,43,No,7,4,39
8/2/2023,7,72,Yes,5,8,63
7/21/2023,7,41,Yes,9,0,32
6/25/2023,6,52,Yes,5,0,37
4/25/2023,3,97,Yes,6,1,75
2/8/2023,6,84,Yes,7,7,72
8/8/2023,8,69,Yes,4,8,63
12/21/2023,8,73,No,4,6,64
5/19/2023,9,69,No,9,0,69
1/8/2023,1,90,No,4,6,63
11/12/2023,1,93,No,6,7,65
12/30/2023,3,63,No,8,6,44
2/13/2023,3,87,Yes,4,4,65
10/23/2023,8,83,Yes,9,6,81
6/19/2023,1,72,No,5,9,45
12/8/2023,2,80,Yes,4,1,59
7/16/2023,2,88,No,4,8,67
11/21/2023,3,49,No,4,1,34
1/4/2023,6,57,Yes,9,1,46
11/30/2023,1,58,Yes,8,4,35
5/23/2023,2,46,No,4,7,22
12/13/2023,1,96,No,8,5,72
3/2/2023,5,58,No,8,8,47
1/20/2023,7,63,No,6,5,55
2/16/2023,8,54,Yes,5,4,47
2/18/2023,1,80,No,4,0,55
1/10/2023,7,81,Yes,4,7,74
6/9/2023,5,62,No,4,2,49
7/12/2023,1,91,No,8,1,68
12/16/2023,3,91,Yes,7,6,72
4/7/2023,7,43,Yes,5,1,32
9/5/2023,1,77,Yes,9,0,51
8/29/2023,7,43,Yes,4,1,34
10/15/2023,5,44,Yes,7,5,33
10/12/2023,1,80,No,7,1,56
11/24/2023,1,83,No,7,0,54
8/17/2023,1,62,No,5,0,33
4/24/2023,9,79,Yes,7,3,78
8/7/2023,3,92,Yes,9,7,77
8/29/2023,5,76,Yes,4,5,62
5/20/2023,9,50,No,9,3,51
1/7/2023,6,94,Yes,4,5,78
11/10/2023,9,50,No,6,5,46
8/5/2023,8,52,No,8,8,50
12/21/2023,8,53,No,7,3,47
10/23/2023,1,99,Yes,9,5,74
6/20/2023,9,47,No,8,9,47
12/9/2023,6,64,No,8,0,52
12/27/2023,9,57,No,8,6,54
1/29/2023,3,90,Yes,8,6,69
11/15/2023,3,83,No,8,0,64
10/22/2023,6,83,Yes,4,7,69
7/2/2023,9,57,Yes,5,4,58
5/15/2023,7,49,No,7,8,37
11/12/2023,3,46,No,7,7,26
12/18/2023,3,99,Yes,4,2,80
6/13/2023,2,89,No,9,0,64
12/5/2023,9,83,Yes,4,2,78
9/2/2023,3,53,Yes,8,1,35
10/16/2023,5,54,Yes,5,1,36
9/10/2023,9,55,No,7,3,55
1/9/2023,8,41,Yes,9,1,36
7/7/2023,2,69,Yes,6,7,46
4/19/2023,3,69,No,4,4,51
2/22/2023,2,57,No,6,0,30
11/18/2023,8,70,Yes,7,5,68
4/24/2023,6,83,Yes,4,6,69
10/21/2023,6,87,Yes,7,0,78
12/14/2023,9,52,No,4,2,51
2/5/2023,8,59,Yes,9,8,55
6/7/2023,4,88,Yes,7,6,72
7/5/2023,4,89,No,6,3,71
9/3/2023,9,74,No,5,5,69
5/25/2023,1,62,Yes,9,5,38
1/4/2023,2,81,No,9,2,61
6/1/2023,2,72,Yes,4,1,49
5/12/2023,6,77,Yes,6,4,67
10/14/2023,4,74,No,7,7,56
11/23/2023,3,90,Yes,6,2,68
5/3/2023,3,75,Yes,9,4,60
5/3/2023,3,59,No,4,2,34
10/6/2023,6,94,Yes,6,6,83
10/21/2023,8,42,No,7,5,37
10/26/2023,7,47,Yes,8,5,42
9/25/2023,4,79,No,9,0,62
4/2/2023,4,98,No,5,1,80
1/21/2023,2,71,No,5,5,46
12/13/2023,1,68,No,9,7,47
10/6/2023,9,46,No,8,4,46
1/2/2023,2,41,No,4,1,13
9/8/2023,8,60,Yes,6,4,55
1/1/2023,9,45,Yes,6,8,42
11/4/2023,4,67,No,8,5,51
6/21/2023,8,87,Yes,8,4,81
9/12/2023,9,81,No,7,9,75
8/31/2023,5,75,No,7,5,59
2/1/2023,7,71,Yes,5,8,62
10/25/2023,4,84,No,4,6,65
4/23/2023,1,81,Yes,4,9,51
5/20/2023,3,92,No,8,2,73
2/11/2023,5,85,No,5,9,68
8/7/2023,3,48,Yes,5,9,28
9/29/2023,7,50,No,7,4,39
3/2/2023,9,62,No,6,3,55
7/18/2023,6,89,No,4,4,76
7/14/2023,1,50,Yes,5,7,24
5/2/2023,7,88,Yes,7,5,81
5/16/2023,3,41,Yes,7,3,24
1/10/2023,5,42,Yes,7,4,29
12/19/2023,4,50,Yes,6,6,37
8/1/2023,5,89,No,5,7,74
11/14/2023,5,98,Yes,8,4,84
9/13/2023,6,74,Yes,8,1,64
3/4/2023,6,97,No,7,5,90
10/15/2023,8,54,No,7,8,46
1/13/2023,8,82,Yes,6,2,79
6/8/2023,9,50,No,7,6,48
6/21/2023,8,70,No,9,7,65
9/20/2023,2,67,No,5,5,46
1/3/2023,1,67,Yes,7,2,39
7/20/2023,2,71,No,7,0,49
9/21/2023,2,64,No,5,2,39
12/3/2023,3,59,Yes,4,5,40
8/18/2023,7,67,No,9,3,60
5/25/2023,2,64,No,9,0,43
2/23/2023,1,50,Yes,8,5,25
10/18/2023,6,58,Yes,7,0,45
4/14/2023,9,67,Yes,5,7,64
6/30/2023,3,40,No,8,2,20
8/13/2023,6,98,Yes,6,2,87
6/8/2023,3,44,Yes,4,0,23
5/29/2023,1,49,No,7,2,23
7/3/2023,5,81,No,4,6,67
2/5/2023,4,85,No,7,9,74
4/12/2023,7,73,No,7,7,64
2/15/2023,6,75,No,7,7,66
2/22/2023,7,41,Yes,4,2,29
2/9/2023,5,57,Yes,9,4,42
2/12/2023,4,52,Yes,6,0,37
8/18/2023,7,90,No,9,8,82
3/13/2023,7,44,Yes,5,7,35
7/27/2023,6,59,No,5,9,46
4/1/2023,8,41,No,9,1,40
9/9/2023,4,50,Yes,6,9,34
8/12/2023,5,69,Yes,6,0,52
9/29/2023,4,71,No,7,3,52
8/12/2023,1,71,No,7,8,50
11/3/2023,8,97,Yes,5,7,91
3/20/2023,1,89,Yes,7,2,64
8/18/2023,5,77,No,7,9,67
10/17/2023,6,94,No,6,5,85
5/30/2023,6,67,No,4,8,53
12/28/2023,5,49,No,9,9,35
7/2/2023,3,61,Yes,8,7,41
5/16/2023,5,94,Yes,8,9,81
5/20/2023,8,56,No,7,4,52
10/4/2023,2,61,No,7,8,39
